ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
2,"HL Road Frame - Red, 58","HL Road Frame - Red, 58",Contoso Outdoor,,Red,,18,Road Frames,1431.5,1059.31,1016.04,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3,"Sport-100 Helmet, Red","Sport-100 Helmet, Red",Contoso Outdoor,,Red,,35,Helmets,34.99,13.0863,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
4,"Sport-100 Helmet, Black","Sport-100 Helmet, Black",Contoso Outdoor,,Black,,35,Helmets,34.99,13.0863,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
5,"Mountain Bike Socks, M","Mountain Bike Socks, M",Contoso Outdoor,,White,,27,Socks,9.5,3.3963,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
6,"Mountain Bike Socks, L","Mountain Bike Socks, L",Contoso Outdoor,,White,,27,Socks,9.5,3.3963,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
7,"Sport-100 Helmet, Blue","Sport-100 Helmet, Blue",Contoso Outdoor,,Blue,,35,Helmets,34.99,13.0863,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
8,AWC Logo Cap,AWC Logo Cap,Contoso Outdoor,,Multi,,23,Caps,8.99,6.9223,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
9,"Long-Sleeve Logo Jersey, S","Long-Sleeve Logo Jersey, S",Contoso Outdoor,,Multi,,25,Jerseys,49.99,38.4923,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
10,"Long-Sleeve Logo Jersey, M","Long-Sleeve Logo Jersey, M",Contoso Outdoor,,Multi,,25,Jerseys,49.99,38.4923,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
11,"Long-Sleeve Logo Jersey, L","Long-Sleeve Logo Jersey, L",Contoso Outdoor,,Multi,,25,Jerseys,49.99,38.4923,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
12,"Long-Sleeve Logo Jersey, XL","Long-Sleeve Logo Jersey, XL",Contoso Outdoor,,Multi,,25,Jerseys,49.99,38.4923,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
13,"HL Road Frame - Red, 62","HL Road Frame - Red, 62",Contoso Outdoor,,Red,,18,Road Frames,1431.5,868.6342,1043.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
14,"HL Road Frame - Red, 44","HL Road Frame - Red, 44",Contoso Outdoor,,Red,,18,Road Frames,1431.5,868.6342,961.61,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
15,"HL Road Frame - Red, 48","HL Road Frame - Red, 48",Contoso Outdoor,,Red,,18,Road Frames,1431.5,868.6342,979.75,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
16,"HL Road Frame - Red, 52","HL Road Frame - Red, 52",Contoso Outdoor,,Red,,18,Road Frames,1431.5,868.6342,997.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
17,"HL Road Frame - Red, 56","HL Road Frame - Red, 56",Contoso Outdoor,,Red,,18,Road Frames,1431.5,868.6342,1016.04,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
18,"LL Road Frame - Black, 58","LL Road Frame - Black, 58",Contoso Outdoor,,Black,,18,Road Frames,337.22,204.6251,1115.83,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
19,"LL Road Frame - Black, 60","LL Road Frame - Black, 60",Contoso Outdoor,,Black,,18,Road Frames,337.22,204.6251,1124.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
20,"LL Road Frame - Black, 62","LL Road Frame - Black, 62",Contoso Outdoor,,Black,,18,Road Frames,337.22,204.6251,1133.98,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
21,"LL Road Frame - Red, 44","LL Road Frame - Red, 44",Contoso Outdoor,,Red,,18,Road Frames,337.22,187.1571,1052.33,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
22,"LL Road Frame - Red, 48","LL Road Frame - Red, 48",Contoso Outdoor,,Red,,18,Road Frames,337.22,187.1571,1070.47,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
23,"LL Road Frame - Red, 52","LL Road Frame - Red, 52",Contoso Outdoor,,Red,,18,Road Frames,337.22,187.1571,1088.62,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
24,"LL Road Frame - Red, 58","LL Road Frame - Red, 58",Contoso Outdoor,,Red,,18,Road Frames,337.22,187.1571,1115.83,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
25,"LL Road Frame - Red, 60","LL Road Frame - Red, 60",Contoso Outdoor,,Red,,18,Road Frames,337.22,187.1571,1124.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
26,"LL Road Frame - Red, 62","LL Road Frame - Red, 62",Contoso Outdoor,,Red,,18,Road Frames,337.22,187.1571,1133.98,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
27,"ML Road Frame - Red, 44","ML Road Frame - Red, 44",Contoso Outdoor,,Red,,18,Road Frames,594.83,352.1394,1006.97,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
28,"ML Road Frame - Red, 48","ML Road Frame - Red, 48",Contoso Outdoor,,Red,,18,Road Frames,594.83,352.1394,1025.11,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
29,"ML Road Frame - Red, 52","ML Road Frame - Red, 52",Contoso Outdoor,,Red,,18,Road Frames,594.83,352.1394,1043.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
30,"ML Road Frame - Red, 58","ML Road Frame - Red, 58",Contoso Outdoor,,Red,,18,Road Frames,594.83,352.1394,1070.47,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
31,"ML Road Frame - Red, 60","ML Road Frame - Red, 60",Contoso Outdoor,,Red,,18,Road Frames,594.83,352.1394,1079.54,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
32,"LL Road Frame - Black, 44","LL Road Frame - Black, 44",Contoso Outdoor,,Black,,18,Road Frames,337.22,204.6251,1052.33,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
33,"LL Road Frame - Black, 48","LL Road Frame - Black, 48",Contoso Outdoor,,Black,,18,Road Frames,337.22,204.6251,1070.47,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
34,"LL Road Frame - Black, 52","LL Road Frame - Black, 52",Contoso Outdoor,,Black,,18,Road Frames,337.22,204.6251,1088.62,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
35,"HL Mountain Frame - Silver, 42","HL Mountain Frame - Silver, 42",Contoso Outdoor,,Silver,,16,Mountain Frames,1364.5,747.2002,1233.76,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
36,"HL Mountain Frame - Silver, 44","HL Mountain Frame - Silver, 44",Contoso Outdoor,,Silver,,16,Mountain Frames,1364.5,706.811,1251.91,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
37,"HL Mountain Frame - Silver, 48","HL Mountain Frame - Silver, 48",Contoso Outdoor,,Silver,,16,Mountain Frames,1364.5,706.811,1270.05,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
38,"HL Mountain Frame - Silver, 46","HL Mountain Frame - Silver, 46",Contoso Outdoor,,Silver,,16,Mountain Frames,1364.5,747.2002,1288.2,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
39,"HL Mountain Frame - Black, 42","HL Mountain Frame - Black, 42",Contoso Outdoor,,Black,,16,Mountain Frames,1349.6,739.041,1233.76,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
40,"HL Mountain Frame - Black, 44","HL Mountain Frame - Black, 44",Contoso Outdoor,,Black,,16,Mountain Frames,1349.6,699.0928,1251.91,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
41,"HL Mountain Frame - Black, 48","HL Mountain Frame - Black, 48",Contoso Outdoor,,Black,,16,Mountain Frames,1349.6,699.0928,1270.05,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
42,"HL Mountain Frame - Black, 46","HL Mountain Frame - Black, 46",Contoso Outdoor,,Black,,16,Mountain Frames,1349.6,739.041,1288.2,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
43,"HL Mountain Frame - Black, 38","HL Mountain Frame - Black, 38",Contoso Outdoor,,Black,,16,Mountain Frames,1349.6,739.041,1215.62,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
44,"HL Mountain Frame - Silver, 38","HL Mountain Frame - Silver, 38",Contoso Outdoor,,Silver,,16,Mountain Frames,1364.5,747.2002,1215.62,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
45,"Road-150 Red, 62","Road-150 Red, 62",Contoso Outdoor,,Red,,6,Road Bikes,3578.27,2171.2942,6803.85,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
46,"Road-150 Red, 44","Road-150 Red, 44",Contoso Outdoor,,Red,,6,Road Bikes,3578.27,2171.2942,6245.93,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
47,"Road-150 Red, 48","Road-150 Red, 48",Contoso Outdoor,,Red,,6,Road Bikes,3578.27,2171.2942,6409.23,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
48,"Road-150 Red, 52","Road-150 Red, 52",Contoso Outdoor,,Red,,6,Road Bikes,3578.27,2171.2942,6540.77,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
49,"Road-150 Red, 56","Road-150 Red, 56",Contoso Outdoor,,Red,,6,Road Bikes,3578.27,2171.2942,6658.7,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
50,"Road-450 Red, 58","Road-450 Red, 58",Contoso Outdoor,,Red,,6,Road Bikes,1457.99,884.7083,8069.37,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
51,"Road-450 Red, 60","Road-450 Red, 60",Contoso Outdoor,,Red,,6,Road Bikes,1457.99,884.7083,8119.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
52,"Road-450 Red, 44","Road-450 Red, 44",Contoso Outdoor,,Red,,6,Road Bikes,1457.99,884.7083,7606.7,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
53,"Road-450 Red, 48","Road-450 Red, 48",Contoso Outdoor,,Red,,6,Road Bikes,1457.99,884.7083,7770,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
54,"Road-450 Red, 52","Road-450 Red, 52",Contoso Outdoor,,Red,,6,Road Bikes,1457.99,884.7083,7901.54,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
55,"Road-650 Red, 58","Road-650 Red, 58",Contoso Outdoor,,Red,,6,Road Bikes,782.99,486.7066,8976.55,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
56,"Road-650 Red, 60","Road-650 Red, 60",Contoso Outdoor,,Red,,6,Road Bikes,782.99,486.7066,9026.44,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
57,"Road-650 Red, 62","Road-650 Red, 62",Contoso Outdoor,,Red,,6,Road Bikes,782.99,486.7066,9071.8,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
58,"Road-650 Red, 44","Road-650 Red, 44",Contoso Outdoor,,Red,,6,Road Bikes,782.99,486.7066,8513.88,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
59,"Road-650 Red, 48","Road-650 Red, 48",Contoso Outdoor,,Red,,6,Road Bikes,782.99,486.7066,8677.18,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
60,"Road-650 Red, 52","Road-650 Red, 52",Contoso Outdoor,,Red,,6,Road Bikes,782.99,486.7066,8808.72,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
61,"Road-650 Black, 58","Road-650 Black, 58",Contoso Outdoor,,Black,,6,Road Bikes,782.99,486.7066,8976.55,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
62,"Road-650 Black, 60","Road-650 Black, 60",Contoso Outdoor,,Black,,6,Road Bikes,782.99,486.7066,9026.44,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
63,"Road-650 Black, 62","Road-650 Black, 62",Contoso Outdoor,,Black,,6,Road Bikes,782.99,486.7066,9071.8,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
64,"Road-650 Black, 44","Road-650 Black, 44",Contoso Outdoor,,Black,,6,Road Bikes,782.99,486.7066,8513.88,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
65,"Road-650 Black, 48","Road-650 Black, 48",Contoso Outdoor,,Black,,6,Road Bikes,782.99,486.7066,8677.18,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
66,"Road-650 Black, 52","Road-650 Black, 52",Contoso Outdoor,,Black,,6,Road Bikes,782.99,486.7066,8808.72,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
67,"Mountain-100 Silver, 38","Mountain-100 Silver, 38",Contoso Outdoor,,Silver,,5,Mountain Bikes,3399.99,1912.1544,9230.56,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
68,"Mountain-100 Silver, 42","Mountain-100 Silver, 42",Contoso Outdoor,,Silver,,5,Mountain Bikes,3399.99,1912.1544,9421.06,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
69,"Mountain-100 Silver, 44","Mountain-100 Silver, 44",Contoso Outdoor,,Silver,,5,Mountain Bikes,3399.99,1912.1544,9584.36,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
70,"Mountain-100 Silver, 48","Mountain-100 Silver, 48",Contoso Outdoor,,Silver,,5,Mountain Bikes,3399.99,1912.1544,9715.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
71,"Mountain-100 Black, 38","Mountain-100 Black, 38",Contoso Outdoor,,Black,,5,Mountain Bikes,3374.99,1898.0944,9230.56,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
72,"Mountain-100 Black, 42","Mountain-100 Black, 42",Contoso Outdoor,,Black,,5,Mountain Bikes,3374.99,1898.0944,9421.06,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
73,"Mountain-100 Black, 44","Mountain-100 Black, 44",Contoso Outdoor,,Black,,5,Mountain Bikes,3374.99,1898.0944,9584.36,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
74,"Mountain-100 Black, 48","Mountain-100 Black, 48",Contoso Outdoor,,Black,,5,Mountain Bikes,3374.99,1898.0944,9715.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
75,"Mountain-200 Silver, 38","Mountain-200 Silver, 38",Contoso Outdoor,,Silver,,5,Mountain Bikes,2319.99,1265.6195,10591.33,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
76,"Mountain-200 Silver, 42","Mountain-200 Silver, 42",Contoso Outdoor,,Silver,,5,Mountain Bikes,2319.99,1265.6195,10781.83,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
77,"Mountain-200 Silver, 46","Mountain-200 Silver, 46",Contoso Outdoor,,Silver,,5,Mountain Bikes,2319.99,1265.6195,10945.13,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
78,"Mountain-200 Black, 38","Mountain-200 Black, 38",Contoso Outdoor,,Black,,5,Mountain Bikes,2294.99,1251.9813,10591.33,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
79,"Mountain-200 Black, 42","Mountain-200 Black, 42",Contoso Outdoor,,Black,,5,Mountain Bikes,2294.99,1251.9813,10781.83,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
80,"Mountain-200 Black, 46","Mountain-200 Black, 46",Contoso Outdoor,,Black,,5,Mountain Bikes,2294.99,1251.9813,10945.13,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
81,"Mountain-300 Black, 38","Mountain-300 Black, 38",Contoso Outdoor,,Black,,5,Mountain Bikes,1079.99,598.4354,11498.51,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
82,"Mountain-300 Black, 40","Mountain-300 Black, 40",Contoso Outdoor,,Black,,5,Mountain Bikes,1079.99,598.4354,11689.01,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
83,"Mountain-300 Black, 44","Mountain-300 Black, 44",Contoso Outdoor,,Black,,5,Mountain Bikes,1079.99,598.4354,11852.31,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
84,"Mountain-300 Black, 48","Mountain-300 Black, 48",Contoso Outdoor,,Black,,5,Mountain Bikes,1079.99,598.4354,11983.85,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
85,"Road-250 Red, 44","Road-250 Red, 44",Contoso Outdoor,,Red,,6,Road Bikes,2443.35,1518.7864,6699.52,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
86,"Road-250 Red, 48","Road-250 Red, 48",Contoso Outdoor,,Red,,6,Road Bikes,2443.35,1518.7864,6862.82,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
87,"Road-250 Red, 52","Road-250 Red, 52",Contoso Outdoor,,Red,,6,Road Bikes,2443.35,1518.7864,6994.36,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
88,"Road-250 Red, 58","Road-250 Red, 58",Contoso Outdoor,,Red,,6,Road Bikes,2443.35,1554.9479,7162.19,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
89,"Road-250 Black, 44","Road-250 Black, 44",Contoso Outdoor,,Black,,6,Road Bikes,2443.35,1554.9479,6699.52,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
90,"Road-250 Black, 48","Road-250 Black, 48",Contoso Outdoor,,Black,,6,Road Bikes,2443.35,1554.9479,6862.82,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
91,"Road-250 Black, 52","Road-250 Black, 52",Contoso Outdoor,,Black,,6,Road Bikes,2443.35,1554.9479,6994.36,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
92,"Road-250 Black, 58","Road-250 Black, 58",Contoso Outdoor,,Black,,6,Road Bikes,2443.35,1554.9479,7112.29,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
93,"Road-550-W Yellow, 38","Road-550-W Yellow, 38",Contoso Outdoor,,Yellow,,6,Road Bikes,1120.49,713.0798,7869.79,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
94,"Road-550-W Yellow, 40","Road-550-W Yellow, 40",Contoso Outdoor,,Yellow,,6,Road Bikes,1120.49,713.0798,8060.29,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
95,"Road-550-W Yellow, 42","Road-550-W Yellow, 42",Contoso Outdoor,,Yellow,,6,Road Bikes,1120.49,713.0798,8223.59,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
96,"Road-550-W Yellow, 44","Road-550-W Yellow, 44",Contoso Outdoor,,Yellow,,6,Road Bikes,1120.49,713.0798,8355.13,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
97,"Road-550-W Yellow, 48","Road-550-W Yellow, 48",Contoso Outdoor,,Yellow,,6,Road Bikes,1120.49,713.0798,8473.06,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
98,LL Fork,LL Fork,Contoso Outdoor,,,,14,Forks,148.22,65.8097,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
99,ML Fork,ML Fork,Contoso Outdoor,,,,14,Forks,175.49,77.9176,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
100,HL Fork,HL Fork,Contoso Outdoor,,,,14,Forks,229.49,101.8936,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
101,LL Headset,LL Headset,Contoso Outdoor,,,,15,Headsets,34.2,15.1848,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
102,ML Headset,ML Headset,Contoso Outdoor,,,,15,Headsets,102.29,45.4168,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
103,HL Headset,HL Headset,Contoso Outdoor,,,,15,Headsets,124.73,55.3801,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
104,LL Mountain Handlebars,LL Mountain Handlebars,Contoso Outdoor,,,,8,Handlebars,44.54,19.7758,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
105,ML Mountain Handlebars,ML Mountain Handlebars,Contoso Outdoor,,,,8,Handlebars,61.92,27.4925,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
106,HL Mountain Handlebars,HL Mountain Handlebars,Contoso Outdoor,,,,8,Handlebars,120.27,53.3999,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
107,LL Road Handlebars,LL Road Handlebars,Contoso Outdoor,,,,8,Handlebars,44.54,19.7758,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
108,ML Road Handlebars,ML Road Handlebars,Contoso Outdoor,,,,8,Handlebars,61.92,27.4925,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
109,HL Road Handlebars,HL Road Handlebars,Contoso Outdoor,,,,8,Handlebars,120.27,53.3999,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
110,"ML Mountain Frame - Black, 38","ML Mountain Frame - Black, 38",Contoso Outdoor,,Black,,16,Mountain Frames,348.76,185.8193,1238.3,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
111,LL Mountain Front Wheel,LL Mountain Front Wheel,Contoso Outdoor,,Black,,21,Wheels,60.745,26.9708,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
112,ML Mountain Front Wheel,ML Mountain Front Wheel,Contoso Outdoor,,Black,,21,Wheels,209.025,92.8071,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
113,HL Mountain Front Wheel,HL Mountain Front Wheel,Contoso Outdoor,,Black,,21,Wheels,300.215,133.2955,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
114,LL Road Front Wheel,LL Road Front Wheel,Contoso Outdoor,,Black,,21,Wheels,85.565,37.9909,900,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
115,ML Road Front Wheel,ML Road Front Wheel,Contoso Outdoor,,Black,,21,Wheels,248.385,110.2829,850,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
116,HL Road Front Wheel,HL Road Front Wheel,Contoso Outdoor,,Black,,21,Wheels,330.06,146.5466,650,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
