ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
1019,Community Solar Subscription MWh Settlement Product 19,Synthetic renewable energy product for Community Solar 19 settlement demos.,Contoso Renewable Demo,REN-1019,Community Solar,Renewable-Model-19,319,Community Solar 19,48.50,30.07,0.00,Subscription MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1020,Geothermal MWh Settlement Product 20,Synthetic renewable energy product for Hydro and Geothermal 20 settlement demos.,Contoso Renewable Demo,REN-1020,Geothermal,Renewable-Model-20,320,Hydro and Geothermal 20,51.50,31.93,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1021,Solar MWh Settlement Product 21,Synthetic renewable energy product for Solar PPA 21 settlement demos.,Contoso Renewable Demo,REN-1021,Solar,Renewable-Model-21,321,Solar PPA 21,54.50,33.79,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1022,Wind MWh Settlement Product 22,Synthetic renewable energy product for Wind PPA 22 settlement demos.,Contoso Renewable Demo,REN-1022,Wind,Renewable-Model-22,322,Wind PPA 22,24.50,15.19,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1023,Hybrid MWh Settlement Product 23,Synthetic renewable energy product for Hybrid PPA 23 settlement demos.,Contoso Renewable Demo,REN-1023,Hybrid,Renewable-Model-23,323,Hybrid PPA 23,27.50,17.05,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1024,Storage Storage MWh Settlement Product 24,Synthetic renewable energy product for Storage Services 24 settlement demos.,Contoso Renewable Demo,REN-1024,Storage,Renewable-Model-24,324,Storage Services 24,30.50,18.91,0.00,Storage MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1025,REC REC Settlement Product 25,Synthetic renewable energy product for Renewable Energy Credits 25 settlement demos.,Contoso Renewable Demo,REN-1025,REC,Renewable-Model-25,325,Renewable Energy Credits 25,33.50,20.77,0.00,REC,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1026,Capacity MW-month Settlement Product 26,Synthetic renewable energy product for Capacity Attributes 26 settlement demos.,Contoso Renewable Demo,REN-1026,Capacity,Renewable-Model-26,326,Capacity Attributes 26,36.50,22.63,0.00,MW-month,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1027,Curtailment MWh Settlement Product 27,Synthetic renewable energy product for Curtailment Settlement 27 settlement demos.,Contoso Renewable Demo,REN-1027,Curtailment,Renewable-Model-27,327,Curtailment Settlement 27,39.50,24.49,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1028,Green Tariff MWh Settlement Product 28,Synthetic renewable energy product for Green Tariff 28 settlement demos.,Contoso Renewable Demo,REN-1028,Green Tariff,Renewable-Model-28,328,Green Tariff 28,42.50,26.35,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1029,Community Solar Subscription MWh Settlement Product 29,Synthetic renewable energy product for Community Solar 29 settlement demos.,Contoso Renewable Demo,REN-1029,Community Solar,Renewable-Model-29,329,Community Solar 29,45.50,28.21,0.00,Subscription MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1030,Geothermal MWh Settlement Product 30,Synthetic renewable energy product for Hydro and Geothermal 30 settlement demos.,Contoso Renewable Demo,REN-1030,Geothermal,Renewable-Model-30,330,Hydro and Geothermal 30,48.50,30.07,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1031,Solar MWh Settlement Product 31,Synthetic renewable energy product for Solar PPA 31 settlement demos.,Contoso Renewable Demo,REN-1031,Solar,Renewable-Model-31,331,Solar PPA 31,51.50,31.93,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1032,Wind MWh Settlement Product 32,Synthetic renewable energy product for Wind PPA 32 settlement demos.,Contoso Renewable Demo,REN-1032,Wind,Renewable-Model-32,332,Wind PPA 32,54.50,33.79,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1033,Hybrid MWh Settlement Product 33,Synthetic renewable energy product for Hybrid PPA 33 settlement demos.,Contoso Renewable Demo,REN-1033,Hybrid,Renewable-Model-33,333,Hybrid PPA 33,24.50,15.19,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1034,Storage Storage MWh Settlement Product 34,Synthetic renewable energy product for Storage Services 34 settlement demos.,Contoso Renewable Demo,REN-1034,Storage,Renewable-Model-34,334,Storage Services 34,27.50,17.05,0.00,Storage MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1035,REC REC Settlement Product 35,Synthetic renewable energy product for Renewable Energy Credits 35 settlement demos.,Contoso Renewable Demo,REN-1035,REC,Renewable-Model-35,335,Renewable Energy Credits 35,30.50,18.91,0.00,REC,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1036,Capacity MW-month Settlement Product 36,Synthetic renewable energy product for Capacity Attributes 36 settlement demos.,Contoso Renewable Demo,REN-1036,Capacity,Renewable-Model-36,336,Capacity Attributes 36,33.50,20.77,0.00,MW-month,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1037,Curtailment MWh Settlement Product 37,Synthetic renewable energy product for Curtailment Settlement 37 settlement demos.,Contoso Renewable Demo,REN-1037,Curtailment,Renewable-Model-37,337,Curtailment Settlement 37,36.50,22.63,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1038,Green Tariff MWh Settlement Product 38,Synthetic renewable energy product for Green Tariff 38 settlement demos.,Contoso Renewable Demo,REN-1038,Green Tariff,Renewable-Model-38,338,Green Tariff 38,39.50,24.49,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1039,Community Solar Subscription MWh Settlement Product 39,Synthetic renewable energy product for Community Solar 39 settlement demos.,Contoso Renewable Demo,REN-1039,Community Solar,Renewable-Model-39,339,Community Solar 39,42.50,26.35,0.00,Subscription MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1040,Geothermal MWh Settlement Product 40,Synthetic renewable energy product for Hydro and Geothermal 40 settlement demos.,Contoso Renewable Demo,REN-1040,Geothermal,Renewable-Model-40,340,Hydro and Geothermal 40,45.50,28.21,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1041,Solar MWh Settlement Product 41,Synthetic renewable energy product for Solar PPA 41 settlement demos.,Contoso Renewable Demo,REN-1041,Solar,Renewable-Model-41,341,Solar PPA 41,48.50,30.07,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1042,Wind MWh Settlement Product 42,Synthetic renewable energy product for Wind PPA 42 settlement demos.,Contoso Renewable Demo,REN-1042,Wind,Renewable-Model-42,342,Wind PPA 42,51.50,31.93,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1043,Hybrid MWh Settlement Product 43,Synthetic renewable energy product for Hybrid PPA 43 settlement demos.,Contoso Renewable Demo,REN-1043,Hybrid,Renewable-Model-43,343,Hybrid PPA 43,54.50,33.79,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1044,Storage Storage MWh Settlement Product 44,Synthetic renewable energy product for Storage Services 44 settlement demos.,Contoso Renewable Demo,REN-1044,Storage,Renewable-Model-44,344,Storage Services 44,24.50,15.19,0.00,Storage MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1045,REC REC Settlement Product 45,Synthetic renewable energy product for Renewable Energy Credits 45 settlement demos.,Contoso Renewable Demo,REN-1045,REC,Renewable-Model-45,345,Renewable Energy Credits 45,27.50,17.05,0.00,REC,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1046,Capacity MW-month Settlement Product 46,Synthetic renewable energy product for Capacity Attributes 46 settlement demos.,Contoso Renewable Demo,REN-1046,Capacity,Renewable-Model-46,346,Capacity Attributes 46,30.50,18.91,0.00,MW-month,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1047,Curtailment MWh Settlement Product 47,Synthetic renewable energy product for Curtailment Settlement 47 settlement demos.,Contoso Renewable Demo,REN-1047,Curtailment,Renewable-Model-47,347,Curtailment Settlement 47,33.50,20.77,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1048,Green Tariff MWh Settlement Product 48,Synthetic renewable energy product for Green Tariff 48 settlement demos.,Contoso Renewable Demo,REN-1048,Green Tariff,Renewable-Model-48,348,Green Tariff 48,36.50,22.63,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1049,Community Solar Subscription MWh Settlement Product 49,Synthetic renewable energy product for Community Solar 49 settlement demos.,Contoso Renewable Demo,REN-1049,Community Solar,Renewable-Model-49,349,Community Solar 49,39.50,24.49,0.00,Subscription MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1050,Geothermal MWh Settlement Product 50,Synthetic renewable energy product for Hydro and Geothermal 50 settlement demos.,Contoso Renewable Demo,REN-1050,Geothermal,Renewable-Model-50,350,Hydro and Geothermal 50,42.50,26.35,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
