ProductID,Name,Color,StandardCost,ListPrice,Size,Weight,CategoryID
80,"Mountain-200 Black, 46",Black,1251.9813,2294.99,46,10945.13,5
81,"Mountain-300 Black, 38",Black,598.4354,1079.99,38,11498.51,5
82,"Mountain-300 Black, 40",Black,598.4354,1079.99,40,11689.01,5
83,"Mountain-300 Black, 44",Black,598.4354,1079.99,44,11852.31,5
84,"Mountain-300 Black, 48",Black,598.4354,1079.99,48,11983.85,5
85,"Road-250 Red, 44",Red,1518.7864,2443.35,44,6699.52,6
86,"Road-250 Red, 48",Red,1518.7864,2443.35,48,6862.82,6
87,"Road-250 Red, 52",Red,1518.7864,2443.35,52,6994.36,6
88,"Road-250 Red, 58",Red,1554.9479,2443.35,58,7162.19,6
89,"Road-250 Black, 44",Black,1554.9479,2443.35,44,6699.52,6
90,"Road-250 Black, 48",Black,1554.9479,2443.35,48,6862.82,6
91,"Road-250 Black, 52",Black,1554.9479,2443.35,52,6994.36,6
92,"Road-250 Black, 58",Black,1554.9479,2443.35,58,7112.29,6
93,"Road-550-W Yellow, 38",Yellow,713.0798,1120.49,38,7869.79,6
94,"Road-550-W Yellow, 40",Yellow,713.0798,1120.49,40,8060.29,6
95,"Road-550-W Yellow, 42",Yellow,713.0798,1120.49,42,8223.59,6
96,"Road-550-W Yellow, 44",Yellow,713.0798,1120.49,44,8355.13,6
97,"Road-550-W Yellow, 48",Yellow,713.0798,1120.49,48,8473.06,6
98,LL Fork,,65.8097,148.22,,,14
99,ML Fork,,77.9176,175.49,,,14
100,HL Fork,,101.8936,229.49,,,14
101,LL Headset,,15.1848,34.2,,,15
102,ML Headset,,45.4168,102.29,,,15
103,HL Headset,,55.3801,124.73,,,15
104,LL Mountain Handlebars,,19.7758,44.54,,,8
105,ML Mountain Handlebars,,27.4925,61.92,,,8
106,HL Mountain Handlebars,,53.3999,120.27,,,8
107,LL Road Handlebars,,19.7758,44.54,,,8
108,ML Road Handlebars,,27.4925,61.92,,,8
109,HL Road Handlebars,,53.3999,120.27,,,8
110,"ML Mountain Frame - Black, 38",Black,185.8193,348.76,38,1238.3,16
111,LL Mountain Front Wheel,Black,26.9708,60.745,,,21
112,ML Mountain Front Wheel,Black,92.8071,209.025,,,21
113,HL Mountain Front Wheel,Black,133.2955,300.215,,,21
114,LL Road Front Wheel,Black,37.9909,85.565,,900,21
115,ML Road Front Wheel,Black,110.2829,248.385,,850,21
116,HL Road Front Wheel,Black,146.5466,330.06,,650,21
117,Touring Front Wheel,Black,96.7964,218.01,,,21
118,"ML Road Frame-W - Yellow, 38",Yellow,360.9428,594.83,38,988.83,18
119,LL Mountain Rear Wheel,Black,38.9588,87.745,,,21
120,ML Mountain Rear Wheel,Black,104.7951,236.025,,,21
121,HL Mountain Rear Wheel,Black,145.2835,327.215,,,21
122,LL Road Rear Wheel,Black,49.9789,112.565,,1050,21
123,ML Road Rear Wheel,Black,122.2709,275.385,,1000,21
124,HL Road Rear Wheel,Black,158.5346,357.06,,890,21
125,Touring Rear Wheel,Black,108.7844,245.01,,,21
126,"ML Mountain Frame - Black, 40",Black,185.8193,348.76,40,1256.44,16
127,"ML Mountain Frame - Black, 44",Black,185.8193,348.76,44,1274.59,16
128,"ML Mountain Frame - Black, 48",Black,185.8193,348.76,48,1292.73,16
129,"ML Road Frame-W - Yellow, 40",Yellow,360.9428,594.83,40,1006.97,18
130,"ML Road Frame-W - Yellow, 42",Yellow,360.9428,594.83,42,1025.11,18
131,"ML Road Frame-W - Yellow, 44",Yellow,360.9428,594.83,44,1043.26,18
132,"ML Road Frame-W - Yellow, 48",Yellow,360.9428,594.83,48,1061.4,18
133,"HL Road Frame - Black, 62",Black,868.6342,1431.5,62,1043.26,18
134,"HL Road Frame - Black, 44",Black,868.6342,1431.5,44,961.61,18
135,"HL Road Frame - Black, 48",Black,868.6342,1431.5,48,979.75,18
136,"HL Road Frame - Black, 52",Black,868.6342,1431.5,52,997.9,18
137,"Men's Sports Shorts, S",Black,24.7459,59.99,S,,26
138,"Touring-Panniers, Large",Grey,51.5625,125,,,39
139,Cable Lock,,10.3125,25,,,38
140,Minipump,,8.2459,19.99,,,40
141,Mountain Pump,,10.3084,24.99,,,40
142,Taillights - Battery-Powered,,5.7709,13.99,,,37
143,Headlights - Dual-Beam,,14.4334,34.99,,,37
144,Headlights - Weatherproof,,18.5584,44.99,,,37
145,"Men's Sports Shorts, M",Black,24.7459,59.99,M,,26
146,"Men's Sports Shorts, L",Black,24.7459,59.99,L,,26
147,"Men's Sports Shorts, XL",Black,24.7459,59.99,XL,,26
148,"Women's Tights, S",Black,30.9334,74.99,S,,28
149,"Women's Tights, M",Black,30.9334,74.99,M,,28
150,"Women's Tights, L",Black,30.9334,74.99,L,,28
151,"Men's Bib-Shorts, S",Multi,37.1209,89.99,S,,22
152,"Men's Bib-Shorts, M",Multi,37.1209,89.99,M,,22
153,"Men's Bib-Shorts, L",Multi,37.1209,89.99,L,,22
154,"Half-Finger Gloves, S",Black,9.1593,24.49,S,,24
155,"Half-Finger Gloves, M",Black,9.1593,24.49,M,,24
156,"Half-Finger Gloves, L",Black,9.1593,24.49,L,,24
157,"Full-Finger Gloves, S",Black,15.6709,37.99,S,,24
158,"Full-Finger Gloves, M",Black,15.6709,37.99,M,,24
159,"Full-Finger Gloves, L",Black,15.6709,37.99,L,,24
160,"Classic Vest, S",Blue,23.749,63.5,S,,29
161,"Classic Vest, M",Blue,23.749,63.5,M,,29
162,"Classic Vest, L",Blue,23.749,63.5,L,,29
163,"Women's Mountain Shorts, S",Black,26.1763,69.99,S,,26
164,"Women's Mountain Shorts, M",Black,26.1763,69.99,M,,26
165,"Women's Mountain Shorts, L",Black,26.1763,69.99,L,,26
166,Water Bottle - 30 oz.,,1.8663,4.99,,,32
167,Mountain Bottle Cage,,3.7363,9.99,,,32
168,Road Bottle Cage,,3.3623,8.99,,,32
169,Patch Kit/8 Patches,,0.8565,2.29,,,41
170,"Racing Socks, M",White,3.3623,8.99,M,,27
171,"Racing Socks, L",White,3.3623,8.99,L,,27
172,Hitch Rack - 4-Bike,,44.88,120,,,30
173,Bike Wash - Dissolver,,2.9733,7.95,,,33
174,Fender Set - Mountain,,8.2205,21.98,,,34
175,All-Purpose Bike Stand,,59.466,159,,,31
176,Hydration Pack - 70 oz.,Silver,20.5663,54.99,70,,36
177,"Short-Sleeve Classic Jersey, S",Yellow,41.5723,53.99,S,,25
178,"Short-Sleeve Classic Jersey, M",Yellow,41.5723,53.99,M,,25
179,"Short-Sleeve Classic Jersey, L",Yellow,41.5723,53.99,L,,25
180,"Short-Sleeve Classic Jersey, XL",Yellow,41.5723,53.99,XL,,25
181,"HL Touring Frame - Yellow, 60",Yellow,601.7437,1003.91,60,1397.06,20
182,"LL Touring Frame - Yellow, 62",Yellow,199.8519,333.42,62,1451.49,20
183,"HL Touring Frame - Yellow, 46",Yellow,601.7437,1003.91,46,1342.63,20
184,"HL Touring Frame - Yellow, 50",Yellow,601.7437,1003.91,50,1360.77,20
185,"HL Touring Frame - Yellow, 54",Yellow,601.7437,1003.91,54,1378.91,20
186,"HL Touring Frame - Blue, 46",Blue,601.7437,1003.91,46,1342.63,20
187,"HL Touring Frame - Blue, 50",Blue,601.7437,1003.91,50,1360.77,20
188,"HL Touring Frame - Blue, 54",Blue,601.7437,1003.91,54,1378.91,20
189,"HL Touring Frame - Blue, 60",Blue,601.7437,1003.91,60,1397.06,20
190,Rear Derailleur,Silver,53.9282,121.46,,215,13
191,"LL Touring Frame - Blue, 50",Blue,199.8519,333.42,50,1406.13,20
192,"LL Touring Frame - Blue, 54",Blue,199.8519,333.42,54,1424.27,20
193,"LL Touring Frame - Blue, 58",Blue,199.8519,333.42,58,1433.34,20
194,"LL Touring Frame - Blue, 62",Blue,199.8519,333.42,62,1451.49,20
195,"LL Touring Frame - Yellow, 44",Yellow,199.8519,333.42,44,1369.84,20
196,"LL Touring Frame - Yellow, 50",Yellow,199.8519,333.42,50,1406.13,20
197,"LL Touring Frame - Yellow, 54",Yellow,199.8519,333.42,54,1424.27,20
198,"LL Touring Frame - Yellow, 58",Yellow,199.8519,333.42,58,1433.34,20
199,"LL Touring Frame - Blue, 44",Blue,199.8519,333.42,44,1369.84,20
200,"ML Mountain Frame-W - Silver, 40",Silver,199.3757,364.09,40,1256.44,16
201,"ML Mountain Frame-W - Silver, 42",Silver,199.3757,364.09,42,1274.59,16
202,"ML Mountain Frame-W - Silver, 46",Silver,199.3757,364.09,46,1292.73,16
203,Rear Brakes,Silver,47.286,106.5,,317,10
204,LL Mountain Seat/Saddle,,12.0413,27.12,,,19
205,ML Mountain Seat/Saddle,,17.3782,39.14,,,19
206,HL Mountain Seat/Saddle,,23.3722,52.64,,,19
207,LL Road Seat/Saddle,,12.0413,27.12,,,19
208,ML Road Seat/Saddle,,17.3782,39.14,,,19
209,HL Road Seat/Saddle,,23.3722,52.64,,,19
210,LL Touring Seat/Saddle,,12.0413,27.12,,,19
211,ML Touring Seat/Saddle,,17.3782,39.14,,,19
212,HL Touring Seat/Saddle,,23.3722,52.64,,,19
213,"LL Mountain Frame - Silver, 42",Silver,144.5938,264.05,42,1324.48,16
214,"LL Mountain Frame - Silver, 44",Silver,144.5938,264.05,44,1342.63,16
215,"LL Mountain Frame - Silver, 48",Silver,144.5938,264.05,48,1360.77,16
216,"LL Mountain Frame - Silver, 52",Silver,144.5938,264.05,52,1378.91,16
217,Mountain Tire Tube,,1.8663,4.99,,,41
218,Road Tire Tube,,1.4923,3.99,,,41
219,Touring Tire Tube,,1.8663,4.99,,,41
220,"LL Mountain Frame - Black, 42",Black,136.785,249.79,42,1324.48,16
221,"LL Mountain Frame - Black, 44",Black,136.785,249.79,44,1342.63,16
222,"LL Mountain Frame - Black, 48",Black,136.785,249.79,48,1360.77,16
223,"LL Mountain Frame - Black, 52",Black,136.785,249.79,52,1378.91,16
224,LL Mountain Tire,,9.3463,24.99,,,41
225,ML Mountain Tire,,11.2163,29.99,,,41
226,HL Mountain Tire,,13.09,35,,,41
227,LL Road Tire,,8.0373,21.49,,,41
228,ML Road Tire,,9.3463,24.99,,,41
229,HL Road Tire,,12.1924,32.6,,,41
230,Touring Tire,,10.8423,28.99,,,41
231,LL Mountain Pedal,Silver/Black,17.9776,40.49,,218,17
232,ML Mountain Pedal,Silver/Black,27.568,62.09,,215,17
233,HL Mountain Pedal,Silver/Black,35.9596,80.99,,185,17
234,LL Road Pedal,Silver/Black,17.9776,40.49,,189,17
235,ML Road Pedal,Silver/Black,27.568,62.09,,168,17
236,HL Road Pedal,Silver/Black,35.9596,80.99,,149,17
237,Touring Pedal,Silver/Black,35.9596,80.99,,,17
238,"ML Mountain Frame-W - Silver, 38",Silver,199.3757,364.09,38,1238.3,16
239,"LL Mountain Frame - Black, 40",Black,136.785,249.79,40,1306.34,16
240,"LL Mountain Frame - Silver, 40",Silver,144.5938,264.05,40,1306.34,16
241,Front Derailleur,Silver,40.6216,91.49,,88,13
242,LL Touring Handlebars,,20.464,46.09,,,8
243,HL Touring Handlebars,,40.6571,91.57,,,8
244,Front Brakes,Silver,47.286,106.5,,317,10
245,LL Crankset,Black,77.9176,175.49,,600,12
246,ML Crankset,Black,113.8816,256.49,,635,12
247,HL Crankset,Black,179.8156,404.99,,575,12
248,Chain,Silver,8.9866,20.24,,,11
249,"Touring-2000 Blue, 60",Blue,755.1508,1214.85,60,12655.16,7
250,"Touring-1000 Yellow, 46",Yellow,1481.9379,2384.07,46,11398.72,7
251,"Touring-1000 Yellow, 50",Yellow,1481.9379,2384.07,50,11530.26,7
252,"Touring-1000 Yellow, 54",Yellow,1481.9379,2384.07,54,11648.19,7
253,"Touring-1000 Yellow, 60",Yellow,1481.9379,2384.07,60,11747.98,7
254,"Touring-3000 Blue, 54",Blue,461.4448,742.35,54,13462.55,7
255,"Touring-3000 Blue, 58",Blue,461.4448,742.35,58,13562.34,7
256,"Touring-3000 Blue, 62",Blue,461.4448,742.35,62,13607.7,7
257,"Touring-3000 Yellow, 44",Yellow,461.4448,742.35,44,13049.78,7
258,"Touring-3000 Yellow, 50",Yellow,461.4448,742.35,50,13213.08,7
259,"Touring-3000 Yellow, 54",Yellow,461.4448,742.35,54,13344.62,7
260,"Touring-3000 Yellow, 58",Yellow,461.4448,742.35,58,13512.45,7
261,"Touring-3000 Yellow, 62",Yellow,461.4448,742.35,62,13607.7,7
262,"Touring-1000 Blue, 46",Blue,1481.9379,2384.07,46,11398.72,7
263,"Touring-1000 Blue, 50",Blue,1481.9379,2384.07,50,11530.26,7
264,"Touring-1000 Blue, 54",Blue,1481.9379,2384.07,54,11648.19,7
265,"Touring-1000 Blue, 60",Blue,1481.9379,2384.07,60,11747.98,7
266,"Touring-2000 Blue, 46",Blue,755.1508,1214.85,46,12305.9,7
267,"Touring-2000 Blue, 50",Blue,755.1508,1214.85,50,12437.44,7
268,"Touring-2000 Blue, 54",Blue,755.1508,1214.85,54,12555.37,7
269,"Road-350-W Yellow, 40",Yellow,1082.51,1700.99,40,6962.61,6
270,"Road-350-W Yellow, 42",Yellow,1082.51,1700.99,42,7153.11,6
271,"Road-350-W Yellow, 44",Yellow,1082.51,1700.99,44,7316.41,6
272,"Road-350-W Yellow, 48",Yellow,1082.51,1700.99,48,7447.95,6
273,"Road-750 Black, 58",Black,343.6496,539.99,58,9430.14,6
274,"Touring-3000 Blue, 44",Blue,461.4448,742.35,44,13049.78,7
275,"Touring-3000 Blue, 50",Blue,461.4448,742.35,50,13213.08,7
276,"Mountain-400-W Silver, 38",Silver,419.7784,769.49,38,11952.1,5
277,"Mountain-400-W Silver, 40",Silver,419.7784,769.49,40,12142.6,5
278,"Mountain-400-W Silver, 42",Silver,419.7784,769.49,42,12305.9,5
279,"Mountain-400-W Silver, 46",Silver,419.7784,769.49,46,12437.44,5
280,"Mountain-500 Silver, 40",Silver,308.2179,564.99,40,12405.69,5
281,"Mountain-500 Silver, 42",Silver,308.2179,564.99,42,12596.19,5
282,"Mountain-500 Silver, 44",Silver,308.2179,564.99,44,12759.49,5
283,"Mountain-500 Silver, 48",Silver,308.2179,564.99,48,12891.03,5
284,"Mountain-500 Silver, 52",Silver,308.2179,564.99,52,13008.96,5
285,"Mountain-500 Black, 40",Black,294.5797,539.99,40,12405.69,5
286,"Mountain-500 Black, 42",Black,294.5797,539.99,42,12596.19,5
287,"Mountain-500 Black, 44",Black,294.5797,539.99,44,12759.49,5
288,"Mountain-500 Black, 48",Black,294.5797,539.99,48,12891.03,5
289,"Mountain-500 Black, 52",Black,294.5797,539.99,52,13008.96,5
290,LL Bottom Bracket,,23.9716,53.99,,223,9
291,ML Bottom Bracket,,44.9506,101.24,,168,9
292,HL Bottom Bracket,,53.9416,121.49,,170,9
293,"Road-750 Black, 44",Black,343.6496,539.99,44,8967.47,6
294,"Road-750 Black, 48",Black,343.6496,539.99,48,9130.77,6
295,"Road-750 Black, 52",Black,343.6496,539.99,52,9262.31,6
296,TrailMaster X4 Tent,,150,250,,,51
297,Adventurer Pro Backpack,,54,90,,,52
298,Summit Breeze Jacket,,72,120,,,53
299,TrekReady Hiking Boots,,84,140,,,54
300,BaseCamp Folding Table,,36,60,,,55
301,EcoFire Camping Stove,,48,80,,,56
302,CozyNights Sleeping Bag,,60,100,,,57
303,Alpine Explorer Tent,,210,350,,,51
304,SummitClimber Backpack,,72,120,,,52
305,TrailBlaze Hiking Pants,,45,75,,,53
306,TrailWalker Hiking Shoes,,66,110,,,54
307,TrekMaster Camping Chair,,30,50,,,55
308,PowerBurner Camping Stove,,60,100,,,56
309,MountainDream Sleeping Bag,,78,130,,,57
310,SkyView 2-Person Tent,,120,200,,,51
311,TrailLite Daypack,,36,60,,,52
312,RainGuard Hiking Jacket,,66,110,,,53
313,TrekStar Hiking Sandals,,42,70,,,54
314,Adventure Dining Table,,54,90,,,55
315,CompactCook Camping Stove,,36,60,,,56
